순위,영화명,개봉일,매출액,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우
752,패닉 런,2023-01-04,33491495 ,0.00%,33491495 ,3361 ,3361 ,53 ,456 ,미국,미국,,주식회사 원더스튜디오,12세이상관람가,스릴러,필립 노이스,"나오미 왓츠,제이슨 클락"
758,배트맨,1990-07-07,30697251 ,0.00%,30987251 ,3293 ,3355 ,77 ,531 ,미국,미국,,워너브러더스 코리아(주),"12세이상관람가,연소자관람가",액션,팀 버튼,마이클 키튼
2968,우리가 들려줄 이야기,2014-03-13,690000 ,0.00%,23705400 ,100 ,3354 ,1 ,4 ,캐나다,캐나다,,(주)영화사 조제,15세이상관람가,다큐멘터리,사라 폴리,사라 폴리
900,엑소시스트: 디렉터스 컷,,18766874 ,0.00%,30097874 ,2010 ,3347 ,21 ,315 ,미국,미국,,워너브러더스 코리아(주),,공포(호러),윌리엄 프리드킨,"엘렌 버스틴,막스 본 시도우"
5861,오장군의 발톱,2018-08-15,20000 ,0.00%,18860600 ,2 ,3341 ,1 ,1 ,한국,한국,상남영화제작소,상남영화제작소,12세이상관람가,"전쟁,드라마,판타지",김재한,"맹세창,조혜정,서갑숙,동방우,김민규,정겨운,김예나,이지원,김도연,김동규,김민규,김민기,김민수,김민욱,김민욱,김성엽,김성원,김수현,김영진,김은선,김정원,김정현,김정현,김정현,김정현,김종우,김종훈,김종훈,김준영,박성준,박승규,박철호,박태민,박태민,박현민,박형준,신석규,엄국현,오수민,윤진호,이용,이경희,이동건,이상우,이상훈,이수영,이승우,이종민,이창준,이호준,이호준,임지훈,정민용,조세현,황선구,황성진,한창현,이민성"
753,요정,2022-12-01,29238497 ,0.00%,29238497 ,3341 ,3341 ,32 ,387 ,한국,한국,한국예술종합학교 미디어콘텐츠센터,"(주)싸이더스,(주)블루라벨픽쳐스",12세이상관람가,드라마,신택수,"류현경,김주헌,김신비,김금순,공상아,이종윤,오재균,이수형,맹주원,송덕호,강주리,강정민"
1770,자유 결혼,1958-10-14,769000 ,0.00%,6956000 ,359 ,3338 ,1 ,33 ,한국,한국,동아영화사,,12세이상관람가,코미디,이병일,"최은희,이민자"
754,비욘드 라이브 더 무비 - 태민 : 엔.지.디.에이,2023-11-29,55026000 ,0.00%,55026000 ,3335 ,3335 ,30 ,216 ,한국,한국,,씨제이 씨지브이(CJ CGV)(주),전체관람가,공연,,
839,말이야 바른 말이지,2023-05-17,15000 ,0.00%,27053082 ,3 ,3332 ,1 ,2 ,한국,한국,"서울독립영화제,씨에스픽쳐스",서울독립영화제,전체관람가,코미디,"김소형,박동훈,최하나,송현주,한인미,윤성호","김경일,양현민,김소형,김우겸,정승길,조윤서,신사랑,오경화,서벽준,정유연,김준석,이태경,유은정"
1696,혼도,,907000 ,0.00%,7303000 ,407 ,3331 ,1 ,22 ,미국,미국,워너 브러더스 픽쳐스,,,서부극(웨스턴),존 페로우,"존 웨인,제랄딘 페이지"
755,말이야 바른 말이지,2023-05-17,27038082 ,0.00%,27038082 ,3329 ,3329 ,34 ,560 ,한국,한국,"서울독립영화제,씨에스픽쳐스",서울독립영화제,전체관람가,코미디,"김소형,박동훈,최하나,송현주,한인미,윤성호","김경일,양현민,김소형,김우겸,정승길,조윤서,신사랑,오경화,서벽준,정유연,김준석,이태경,유은정"
1689,자마,2021-08-26,3264000 ,0.00%,27086050 ,412 ,3329 ,1 ,2 ,아르헨티나,아르헨티나,,M&M 인터내셔널,15세이상관람가,드라마,루크레시아 마르텔,"다니엘 지멘네즈 카초,메디우스 나치터가엘"
1905,오발탄,1961-04-13,1181000 ,0.00%,7269000 ,298 ,3327 ,1 ,21 ,한국,한국,대한영화사,,15세이상관람가,드라마,유현목,"김진규,김혜정,최무룡"
277,조이랜드,2023-12-13,2600000 ,0.00%,30506686 ,344 ,3325 ,6 ,53 ,기타,기타,,주식회사 슈아픽처스,15세이상관람가,드라마,사임 사디크,
4338,미켈란젤로,2021-09-29,228000 ,0.00%,20518320 ,25 ,3310 ,1 ,8 ,이탈리아,이탈리아,,(주)퍼스트런,12세이상관람가,"드라마,다큐멘터리",,"엔리코 로 베르소,이바노 마레스코티"
5464,흩어진 밤,2021-06-24,53000 ,0.00%,27930840 ,7 ,3307 ,1 ,1 ,한국,한국,"(주)타이거시네마,DGC",영화배급협동조합 씨네소파,전체관람가,드라마,"이지형,김솔","문승아,김채원,임호준,정경임,김정우,강석원,장의돈,김나경,임동민,안진솔,민설애,설창호,이현서,권윤하,최준우,최준우"
756,BIFAN2022 엑스라지 3,,16530000 ,0.00%,16530000 ,3306 ,3306 ,1 ,19 ,기타,기타,,,,기타,,
763,"위대한 계약: 파주, 책, 도시",2022-04-21,27625700 ,0.00%,27901700 ,3261 ,3301 ,30 ,475 ,한국,한국,기린그림,(주)영화사 진진,전체관람가,다큐멘터리,"김종신,정다운","이기웅,이건복,김언호,이은,승효상,민현식,김영준"
4338,모리의 정원,2020-03-26,219000 ,0.00%,27721720 ,25 ,3299 ,1 ,9 ,일본,일본,,(주)영화사 진진,전체관람가,드라마,오키타 슈이치,"야마자키 츠토무,키키 키린"
757,약속의 네버랜드,2022-04-07,23861300 ,0.00%,23861300 ,3296 ,3296 ,59 ,568 ,일본,일본,,(주)디스테이션,12세이상관람가,"판타지,미스터리",히라카와 유이치로,"하마베 미나미,죠 카이리"
1559,비수,,1014000 ,0.00%,6837000 ,507 ,3290 ,1 ,15 ,미국,미국,,,,드라마,헨리 킹,"그레고리 펙,데보라 카"
3357,와룡선생 상경기,,144000 ,0.00%,9120000 ,72 ,3290 ,1 ,13 ,한국,한국,신필름,,,코미디,김용덕,"김희갑,허장강,윤인자,엄앵란"
759,사랑의 고고학,2023-04-12,29214958 ,0.00%,29214958 ,3289 ,3289 ,42 ,622 ,한국,"한국,프랑스","(주)맑은시네마,영화사 잠","(주)맑은시네마,(주)엣나인필름",15세이상관람가,"드라마,멜로/로맨스",이완민,"옥자연,기윤,이동찬,하민호,이세리"
759,찬란한 나의 복수,2023-03-29,28584999 ,0.00%,28584999 ,3289 ,3289 ,59 ,591 ,한국,한국,"주식회사 고래픽처스,시금치 픽쳐스",영화배급협동조합 씨네소파,15세이상관람가,드라마,임성운,"허준석,이영석,남보라,오태경,신원호,최범호,김형일"
1474,여심,,1136000 ,0.00%,7131000 ,563 ,3286 ,1 ,16 ,미국,미국,콜럼비아 픽쳐스 코포레이션,,,드라마,조지 시드니,"리타 헤이워드,프랭크 시내트라,킴 노박"
3934,길고 긴 여름날,,80000 ,0.00%,6630000 ,40 ,3285 ,1 ,6 ,미국,미국,,,,드라마,마틴 리트,"폴 뉴먼,조안 우드워드"
779,피드백,2022-01-05,24000200 ,0.00%,25179200 ,3151 ,3282 ,38 ,295 ,스페인,스페인,,(주)스튜디오 보난자,청소년관람불가,"공포(호러),스릴러",,"에디 마산,이바나 바쿠에로"
1115,네 멋대로 해라,,3600500 ,0.00%,9935500 ,1074 ,3281 ,1 ,34 ,프랑스,프랑스,,,,"드라마,범죄",장 뤽 고다르,"장 폴 벨몽도,진 세버그"
762,리틀 엘렌: 외계인과 안테나 대소동,2023-03-01,30069894 ,0.00%,30069894 ,3275 ,3275 ,140 ,473 ,덴마크,덴마크,,주식회사 블루필름웍스,전체관람가,"애니메이션,판타지,어드벤처",,"김옥경,정의한,배진홍,홍수정"
1777,황색리본,,753000 ,0.00%,6901000 ,357 ,3272 ,1 ,18 ,미국,미국,,,,"드라마,서부극(웨스턴)",존 포드,"존 웨인,조안나 드루"
1802,선셋 대로,,692000 ,0.00%,7973000 ,346 ,3271 ,1 ,20 ,미국,미국,파라마운트 픽쳐스,,,드라마,빌리 와일더,
768,완벽한 축사를 준비하는 방법,2022-05-19,30249000 ,0.00%,30748000 ,3219 ,3270 ,51 ,541 ,프랑스,프랑스,,판씨네마(주),15세이상관람가,코미디,로랑 티라르,벤자민 라베른헤
3441,왕십리 김종분,2021-11-11,726000 ,0.00%,27208600 ,66 ,3269 ,1 ,1 ,한국,한국,㈜인디스토리,㈜인디스토리,12세이상관람가,다큐멘터리,김진열,김종분
2465,달기,,318000 ,0.00%,6537000 ,159 ,3266 ,1 ,9 ,한국,"한국,홍콩",,,,"전쟁,드라마","최인현,악풍","신영균,김승호,최은희"
1305,분노의 강,,1606000 ,0.00%,7678000 ,725 ,3266 ,1 ,30 ,미국,미국,워너 브러더스 픽쳐스,,,서부극(웨스턴),안소니 만,"제임스 스튜어트,록 허드슨,아서 케네디"
763,"그 남자, 좋은 간호사",2022-10-19,27862000 ,0.00%,27862000 ,3261 ,3261 ,61 ,794 ,미국,미국,,씨제이 씨지브이(CJ CGV)(주),15세이상관람가,스릴러,토비아스 린드홀름,"에디 레드메인,제시카 차스테인"
765,트랜스,2022-11-17,11680099 ,0.00%,11734099 ,3254 ,3260 ,29 ,251 ,한국,한국,네거티브 필름 프로덕션즈,(주)마노엔터테인먼트,15세이상관람가,"SF,스릴러,판타지,미스터리",도내리,"황정인,윤경호,김태영,이유빈,박진수,이충배,이영지,배윤범,권혁미"
1939,태양의 소녀들,2020-10-22,2664000 ,0.00%,28244970 ,283 ,3254 ,1 ,3 ,프랑스,프랑스,,(주)이수C&E,15세이상관람가,"드라마,전쟁",에바 허슨,"골시프테 파라하니,엠마누엘 베르코"
1711,타잔과 친구들,,803000 ,0.00%,6531000 ,399 ,3248 ,1 ,12 ,미국,미국,,,,"액션,어드벤처","세드릭 기븐스,잭 콘웨이","조니 웨이스뮬러,모린 오설리반"
834,검찰측의 죄인,,13330500 ,0.00%,19938500 ,2536 ,3241 ,5 ,66 ,일본,일본,,,15세이상관람가,미스터리,하라다 마사토,"기무라 타쿠야,니노미야 카즈나리,요시타카 유리코"
5756,우리는 매일매일,2021-06-30,21000 ,0.00%,25112670 ,3 ,3233 ,1 ,2 ,한국,한국,영희야 놀자,㈜인디스토리,12세이상관람가,다큐멘터리,강유가람,"허은주,김이승현,유여원,김혜정,강정임,최은희,김용현,김건우"
767,새비지 맨,2023-01-26,25868492 ,0.00%,25868492 ,3227 ,3227 ,50 ,119 ,미국,미국,,주식회사 디에스이이디,청소년관람불가,"액션,스릴러",,"로버트 드 니로,잭 휴스턴,존 말코비치"
1665,금지된 장난,1992-09-26,857000 ,0.00%,7347000 ,426 ,3217 ,1 ,15 ,프랑스,프랑스,,,중학생이상관람가,"드라마,전쟁",르네 클레망,"조르주 푸줄리,브리지트 포세이"
769,튜브펫주식회사,2022-12-08,25999499 ,0.00%,25999499 ,3216 ,3216 ,55 ,159 ,한국,한국,(주)지티지그룹,"(주)지티지그룹,와이드 릴리즈(주)",전체관람가,"드라마,코미디,멜로/로맨스,가족","송상민,곽지성","조은슬,비바영,신민경,차건우,김소율,문송희,고현실,곽수진,박시안,김진근,영민,이봄,박태건,차종민,서지미"
2434,리차드 3세,,373000 ,0.00%,7259000 ,163 ,3215 ,1 ,10 ,영국,영국,,,,"드라마,전쟁",로렌스 올리비에,"세드릭 하드윅,니콜라스 하넨,로렌스 올리비에,랄프 리차드슨,존 길거드"
770,큐브,2022-08-24,30326998 ,0.00%,30326998 ,3210 ,3210 ,51 ,449 ,일본,일본,,(주)디스테이션,15세이상관람가,스릴러,,"스다 마사키,오카다 마사키,안,요시다 코타로,사이토 타쿠미"
771,궁지에 몰린 쥐는 치즈 꿈을 꾼다,2023-02-08,35734752 ,0.00%,35734752 ,3208 ,3208 ,66 ,616 ,일본,일본,,홀리가든,청소년관람불가,"드라마,멜로/로맨스",유키사다 이사오,"오쿠라 타다요시,나리타 료"
5287,러브,2017-11-02,94000 ,0.00%,26320000 ,10 ,3193 ,1 ,2 ,프랑스,프랑스,,판씨네마(주),청소년관람불가,멜로/로맨스,가스파 노에,
3423,히치콕 트뤼포,2016-08-25,496000 ,0.00%,25616100 ,68 ,3192 ,1 ,9 ,프랑스,"프랑스,미국",,(주)영화사 안다미로,15세이상관람가,다큐멘터리,켄트 존스,"알프레드 히치콕,프랑수아 트뤼포,데이빗 핀처,마틴 스코세이지,웨스 앤더슨,리차드 링클레이터,올리비에 아사야스,제임스 그레이,구로사와 기요시"
773,피기,2023-04-26,28363417 ,0.00%,28363417 ,3191 ,3191 ,69 ,665 ,스페인,스페인,,해피송,15세이상관람가,스릴러,카를로타 페레다,"라우라 갈란,카르멘 마치"
6025,노래로 쏘아 올린 기적,2017-08-17,7000 ,0.00%,20488200 ,1 ,3183 ,1 ,1 ,팔레스타인,"팔레스타인,아르헨티나",,"(주)비하인드 더 씬 컴퍼니,(주)미로스페이스",12세이상관람가,드라마,하니 아부 아사드,"타우픽 바롬,카이스 아타라,히바 아타라"
353,마티,,335000 ,0.00%,6381000 ,165 ,3183 ,1 ,9 ,미국,미국,,,,"코미디,드라마",델버트 만,"에스더 민치오티,어거스타 시올리,조 만텔"
775,본 투 플라이,2023-11-22,25243466 ,0.00%,25243466 ,3183 ,3183 ,72 ,433 ,중국,중국,,와이드 릴리즈(주),12세이상관람가,"액션,드라마",류효세,"왕이보,호군,우적,주동우"
776,원 웨이,2023-02-09,25478197 ,0.00%,25478197 ,3176 ,3176 ,50 ,115 ,미국,미국,,주식회사 블루필름웍스,15세이상관람가,액션,앤드류 베어드,"케빈 베이컨,스톰 리드,트래비스 핌멜"
844,매트,2023-11-30,12000 ,0.00%,37835156 ,2 ,3175 ,1 ,1 ,한국,한국,액츠픽쳐스,시네마 뉴원,12세이상관람가,"미스터리,스릴러,드라마",최지온,"하지인,최지온,송성사,최바울,김주희,송주영,손반석,신동석,송예은,정승주,송예찬,최시언,임조이,진하민,김주혜,윤주리,이라엘,신영인,하성원,조나라,한지윤,방혜원,유병구,한명철,오주라,이준행"
777,매트,2023-11-30,37823156 ,0.00%,37823156 ,3173 ,3173 ,9 ,158 ,한국,한국,액츠픽쳐스,시네마 뉴원,12세이상관람가,"미스터리,스릴러,드라마",최지온,"하지인,최지온,송성사,최바울,김주희,송주영,손반석,신동석,송예은,정승주,송예찬,최시언,임조이,진하민,김주혜,윤주리,이라엘,신영인,하성원,조나라,한지윤,방혜원,유병구,한명철,오주라,이준행"
5756,왕의 이름으로 2,2014-04-03,3000 ,0.00%,12328000 ,3 ,3173 ,3 ,3 ,독일,독일,,(주)소나무픽쳐스,15세이상관람가,"액션,어드벤처,드라마,판타지",우베 볼,"돌프 룬드그렌,나타샤 맬스"
2024,어느 여대생의 고백,,512000 ,0.00%,6445000 ,256 ,3157 ,1 ,15 ,한국,한국,,,,,신상옥,"최은희,김승호,유계선"
778,레슬리에게,2023-11-29,27320086 ,0.00%,27320086 ,3156 ,3156 ,32 ,396 ,미국,미국,,"(주)영화사 진진,(주)하이스트레인저",15세이상관람가,드라마,마이클 모리스,"안드레아 라이즈보로,오웬 티그"
540,마타하리,,357000 ,0.00%,6727000 ,69 ,3155 ,1 ,3 ,미국,미국,,,,드라마,조지 피츠모리스,"그레타 가르보,라이오넬 배리모어"
648,인터멧조,,78000 ,0.00%,6737000 ,39 ,3151 ,1 ,8 ,미국,미국,,,,멜로/로맨스,그레고리 라토프,"레슬리 하워드,잉그리드 버그만"
1368,하오의 결투,,1357500 ,0.00%,6385500 ,647 ,3149 ,1 ,21 ,미국,미국,,,,"서부극(웨스턴),멜로/로맨스",샘 페킨파,랜돌프 스콧
1374,권총왕,,1289000 ,0.00%,6345000 ,639 ,3140 ,1 ,27 ,미국,미국,,,,서부극(웨스턴),헨리 킹,"그레고리 펙,헬렌 웨스트코트"
5132,디어스킨,2020-01-01,117000 ,0.00%,20729280 ,13 ,3140 ,1 ,1 ,프랑스,프랑스,,M&M 인터내셔널,청소년관람불가,스릴러,,"장 뒤자르댕,아델 에넬"
351,무정,,334000 ,0.00%,6800000 ,167 ,3137 ,1 ,9 ,한국,한국,,,,"멜로/로맨스,드라마",이강천,"최은희,도금봉"
1187,왼손잡이 권총,,1913000 ,0.00%,6448000 ,897 ,3135 ,1 ,21 ,미국,미국,,,,서부극(웨스턴),아서 펜,"폴 뉴먼,리타 밀란"
4316,민며느리,1965-09-10,52000 ,0.00%,6245000 ,26 ,3121 ,1 ,4 ,한국,한국,,,15세이상관람가,드라마,최은희,"김희갑,최은희,박노식"
4424,검은 초상,,44000 ,0.00%,6413000 ,22 ,3120 ,1 ,2 ,미국,미국,,,,"드라마,미스터리,스릴러",마이클 고든,"앤소니 퀸,라나 터너"
1849,인터멧조,,1048000 ,0.00%,6659000 ,319 ,3112 ,1 ,12 ,미국,미국,,,,멜로/로맨스,그레고리 라토프,"레슬리 하워드,잉그리드 버그만"
781,할로윈 엔드,2022-10-13,18055992 ,0.00%,18055992 ,3111 ,3111 ,14 ,115 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,공포(호러),데이빗 고든 그린,"제이미 리 커티스,윌 패튼,닉 캐슬"
3043,스카페이스,,198000 ,0.00%,6916000 ,99 ,3109 ,1 ,9 ,미국,미국,,,,범죄,"하워드 혹스,리차드 로손",폴 무니
1799,황금광 시대,1990-02-17,1238000 ,0.00%,12073000 ,348 ,3108 ,1 ,20 ,미국,미국,찰리채플린프로덕션,(주)엣나인필름,중학생이상관람가,"어드벤처,코미디,가족",찰리 채플린,"찰리 채플린,맥 스웨인,톰 머레이,조지아 헤일"
2348,천녀유혼,1987-12-05,1838000 ,0.00%,20278830 ,179 ,3099 ,1 ,10 ,홍콩,홍콩,(주)동아수출공사,"(주)제이앤씨미디어그룹,와이드 릴리즈(주)",중학생이상관람가,"공포(호러),드라마,판타지",정소동,"장국영,왕조현"
2310,백자의 사람 : 조선의 흙이 되다,2012-07-12,1830000 ,0.00%,21638500 ,183 ,3095 ,1 ,1 ,일본,일본,,(주)미로비젼,전체관람가,드라마,타카하시 반메이,"요시자와 히사시,배수빈,전수지,사카이 와카나,이시가키 유마,곽민호"
783,느티나무 아래,2023-11-15,26800450 ,0.00%,26800450 ,3089 ,3089 ,13 ,202 ,한국,한국,영화제작소 숲길,"미디어나무(주),스튜디오 에이드",전체관람가,다큐멘터리,오정훈,
1525,마타하리,,1063000 ,0.00%,6370000 ,530 ,3086 ,1 ,15 ,미국,미국,,,,드라마,조지 피츠모리스,"그레타 가르보,라이오넬 배리모어"
2043,위대한 유산,,500000 ,0.00%,6377000 ,250 ,3082 ,1 ,9 ,영국,영국,,,,드라마,데이빗 린,"존 밀스,발레리 홉슨"
1346,백야,,1596500 ,0.00%,7127500 ,672 ,3078 ,1 ,21 ,이탈리아,이탈리아,,,,드라마,루치노 비스콘티,"마리아 쉘,마르첼로 마스트로얀니,장 마레"
3688,챔피언,,104000 ,0.00%,6151000 ,52 ,3078 ,1 ,12 ,미국,미국,,,,드라마,마크 로브슨,"커크 더글라스,아서 케네디"
1467,디어 평양,2006-11-23,4491000 ,0.00%,20387400 ,565 ,3062 ,2 ,13 ,일본,일본,체온,㈜씨네콰논코리아,12세관람가,다큐멘터리,양영희,
784,내추럴 바이스,2022-11-24,15492600 ,0.00%,15492600 ,3061 ,3061 ,49 ,119 ,미국,미국,,(주)로드하우스,청소년관람불가,"범죄,액션",,
1534,여사장,,1089500 ,0.00%,6146500 ,523 ,3059 ,1 ,22 ,한국,한국,,,,"코미디,멜로/로맨스",한형모,"조미령,이수련"
785,러브 라이프,2023-07-19,26091670 ,0.00%,26091670 ,3054 ,3054 ,30 ,393 ,일본,일본,,M&M 인터내셔널,12세이상관람가,드라마,후카다 코지,"키무라 후미노,나가야마 켄토"
786,5시부터 7시까지의 주희,2023-11-08,25687547 ,0.00%,25687547 ,3053 ,3053 ,41 ,440 ,한국,한국,(주)모쿠슈라,"(주)모쿠슈라,㈜인디스토리",12세이상관람가,드라마,장건재,"김주령,문호진"
133,래빗스쿨 2: 부활절 대소동,2024-03-27,24842190 ,0.00%,24842190 ,3053 ,3053 ,126 ,416 ,독일,독일,,"(주)버킷스튜디오,주식회사 블루필름웍스",전체관람가,애니메이션,우테 폰 뮌쇼폴,
243,연애센터,,965000 ,0.00%,6147000 ,476 ,3052 ,1 ,12 ,미국,미국,,,,"드라마,멜로/로맨스",델머 데이브스,"트로이 도나휴,수잔 플레쉐트,로사노 브랏지"
2830,지상 최대의 쇼,,133000 ,0.00%,6481500 ,113 ,3052 ,1 ,9 ,,,,,,,,
2220,12명의 성난 사람들,,444000 ,0.00%,8255000 ,200 ,3048 ,1 ,20 ,미국,미국,,,,"범죄,미스터리",시드니 루멧,"헨리 폰다,리 J. 콥,에드 베글리,E.G. 마샬,잭 워든"
787,울프 하운드,2023-02-09,24209397 ,0.00%,24209397 ,3043 ,3043 ,50 ,118 ,미국,미국,,주식회사 풍경소리,15세이상관람가,"액션,전쟁",마이클 B. 체이트,"제임스 매스로우,트레버 도노반"
612,야생의 순수,,92000 ,0.00%,6521000 ,46 ,3042 ,1 ,6 ,프랑스,"프랑스,이탈리아,영국",,,,"어드벤처,범죄,드라마",니콜라스 레이,"앤소니 퀸,요코 타니"
5351,미세스 하이드,2018-05-31,56000 ,0.00%,24921400 ,9 ,3034 ,1 ,4 ,프랑스,프랑스,,(주)엣나인필름,15세이상관람가,드라마,세르쥬 보종,"이자벨 위페르,로맹 뒤리스,호세 가르시아"
2030,촌색씨,,508000 ,0.00%,6068000 ,254 ,3034 ,1 ,21 ,한국,한국,,,,"멜로/로맨스,드라마",박영환,"이경태,최은희,이대엽,도금봉"
3276,공수도,2020-04-09,702000 ,0.00%,25791500 ,78 ,3028 ,1 ,2 ,한국,한국,"(주)그노스,꿀잼컴퍼니(주)",(주)그노스,15세이상관람가,"액션,코미디",채여준,"정다은,오승훈,손우현,신재승,정의욱,김태윤,손태욱,유채온,이예찬,김동우,박수은,박지나,조영재,최훈,오기덕,김경태,유한솔,김건하,백준현,김기풍,김진호,신경수,신현재,안준태,이대한,이찬재,이판섭,정인태,김재민,김찬섭,정영훈,정우재,이수호,장민석,이정훈,장재혁,김한운,장문규,김은지,김미송,신동호,강정원,조윤진,양하얀,김승현,김서하,박종규,문채영,서민주,오의재,윤주혜,이동환,이유경,정우영,최연수,최지윤,황민성,김영호,박건주,박현서,오태은,김동우,김동욱,김세현,김영민,나건,나혜성,문성균,박소진,박주하,박준영,배여진,안소정,염대현,염태성,이동희,이윤지,이진우,이진희,이석주,조은아,진효형,차현민,최재서,황세민,최예리,정다연,김진호,강산,이지현,전서림,최상준,이규원,이창헌,정한슬,박정희,신다영,박미란,한유주,김도현"
788,4월은 너의 거짓말,2022-04-20,30639200 ,0.00%,30639200 ,3025 ,3025 ,109 ,844 ,일본,일본,,(주)팝엔터테인먼트,전체관람가,"멜로/로맨스,뮤지컬",신조 타케히코,"히로세 스즈,야마자키 켄토"
788,뮤턴트 이스케이프,2023-04-05,25897800 ,0.00%,25897800 ,3025 ,3025 ,116 ,995 ,캐나다,캐나다,,주식회사 제이씨엔터웍스,15세이상관람가,"액션,SF,스릴러",숀 패트릭 오렐리,"브루스 윌리스,마이클 루커"
1921,사랑의 묘약,2018-07-07,7344000 ,0.00%,63868500 ,289 ,3021 ,7 ,19 ,미국,미국,,(주) 인스터 글로벌,전체관람가,공연,,
5580,헬렌: 내 영혼의 자화상,2021-02-25,40000 ,0.00%,23941100 ,5 ,3020 ,1 ,6 ,기타,기타,,(주)영화사 진진,12세이상관람가,드라마,안티 조키넨,"로라 비른,크리스타 코소넨"
2127,마티,,442000 ,0.00%,6046000 ,221 ,3018 ,1 ,16 ,미국,미국,,,,"코미디,드라마",델버트 만,"에스더 민치오티,어거스타 시올리,조 만텔"
240,녹원의 천사,,962000 ,0.00%,6959000 ,481 ,3011 ,1 ,11 ,미국,미국,메트로-골드윈-마이어,,,"드라마,가족",클라렌스 브라운,
3227,키드,1989-12-15,705000 ,0.00%,25092220 ,82 ,3007 ,1 ,7 ,프랑스,프랑스,,(주)엣나인필름,"연소자관람가,전체관람가","코미디,드라마,가족",찰리 채플린,"찰리 채플린,재키 쿠간,에드나 퍼비안스"
790,머슴바울,2022-11-24,29099600 ,0.00%,29099600 ,3004 ,3004 ,23 ,326 ,한국,한국,"권필름,스토리윤","(주)드림팩트엔터테인먼트,기독교대한감리회",전체관람가,"사극,뮤지컬",권혁만,김영훈
791,데솔레이트,2022-12-06,15059599 ,0.00%,15059599 ,2999 ,2999 ,49 ,114 ,미국,미국,,(주)로드하우스,15세이상관람가,"액션,드라마",,
1590,라 보엠,,11611300 ,0.00%,67659800 ,484 ,2996 ,6 ,65 ,미국,미국,,,,공연,,
1993,야생의 순수,,629000 ,0.00%,6429000 ,265 ,2996 ,1 ,14 ,프랑스,"프랑스,이탈리아,영국",,,,"어드벤처,범죄,드라마",니콜라스 레이,"앤소니 퀸,요코 타니"
2515,황야의 귀부인,,300000 ,0.00%,5979000 ,150 ,2988 ,1 ,10 ,미국,미국,워너 브러더스 픽쳐스,,,서부극(웨스턴),머빈 르로이,"그리어 가슨,다나 앤드류스,카메론 미첼,로이스 스미스"
2951,"사비나: 그리스도를 위한 고난, 나치 시대",2021-11-25,298000 ,0.00%,29497840 ,102 ,2986 ,2 ,21 ,미국,미국,,커넥트픽쳐스(주),12세이상관람가,드라마,존 그루터스,"라루카 보테즈,에밀 만다나크,가브리엘 코스틴"
792,이노센트,2023-09-06,29464329 ,0.00%,29464329 ,2982 ,2982 ,60 ,591 ,노르웨이,노르웨이,,(주)스튜디오디에이치엘,15세이상관람가,"공포(호러),스릴러",에실 보그트,"라켈 레노라 플뢰툼,알바 브륀스모 람스타드,샘 아쉬라프,미나 야스민 브렘세스 아샤임"
1843,자유부인,1956-06-09,1239000 ,0.00%,6556000 ,324 ,2981 ,1 ,15 ,한국,한국,,,청소년관람불가,드라마,한형모,"박암,김정림"
793,조이랜드,2023-12-13,27906686 ,0.00%,27906686 ,2981 ,2981 ,34 ,345 ,기타,기타,,주식회사 슈아픽처스,15세이상관람가,드라마,사임 사디크,
7712,레인보우,2010-11-18,0 ,0.00%,22758600 ,0 ,2980 ,1 ,1 ,한국,한국,준필름,㈜인디스토리,12세이상관람가,드라마,신수원,"박현영,백소명,김재록,이미윤,정호중,박윤,박재희,박정호,박주형,박지원,안광섭,안상훈,정호중,이세련,김용관"
809,말아,2022-08-25,23725900 ,0.00%,24887900 ,2835 ,2980 ,33 ,554 ,한국,한국,왓에버웍스,㈜인디스토리,12세이상관람가,드라마,곽민승,"심달기,정은경,우효원,정의순,손석배,유연석,이준섭,박예진,정미경,이보림,윤범식,곽민승,송자희,정은미,곽진영,김미경,김인숙,김수진,서은영,곽민승,배유리"
1559,무법지대,,1170000 ,0.00%,6125000 ,507 ,2979 ,1 ,30 ,미국,미국,메트로-골드윈-마이어,,,"범죄,드라마,미스터리",존 스터지스,
794,에반게리온 신극장판: 파,2022-10-14,35430000 ,0.00%,35430000 ,2973 ,2973 ,12 ,148 ,일본,일본,,(주)라이크콘텐츠,12세이상관람가,애니메이션,"안노 히데아키,츠루마키 카즈야,마사유키",
3140,위대한 카루소,,180000 ,0.00%,6012000 ,90 ,2971 ,1 ,9 ,미국,미국,,,,드라마,리처드 소프,"마리오 란자,앤 블리스"
3357,무정,,85000 ,0.00%,6466000 ,72 ,2970 ,1 ,10 ,한국,한국,,,,"멜로/로맨스,드라마",이강천,"최은희,도금봉"
1277,제3의 사나이,,1600000 ,0.00%,6769000 ,761 ,2964 ,1 ,35 ,미국,미국,,,,"미스터리,스릴러",캐롤 리드,조셉 코튼
796,쏜애플 불구경 2022 라이브 콘서트 필름,2023-03-08,58910900 ,0.00%,58910900 ,2957 ,2957 ,10 ,130 ,한국,한국,씨제이 씨지브이(CJ CGV)(주),씨제이 씨지브이(CJ CGV)(주),전체관람가,공연,금강산,
