순위,영화명,개봉일,매출액,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우
417,프렌치 캉캉,,946000 ,0.00%,7992000 ,129 ,2957 ,1 ,10 ,프랑스,"프랑스,이탈리아",,,,"코미디,뮤지컬,드라마,멜로/로맨스",장 르누아르,"장 가뱅,프랑스와 아르놀"
1736,구름은 흘러도,,971000 ,0.00%,6068000 ,382 ,2950 ,1 ,24 ,한국,한국,,,,"드라마,가족",유현목,"김영옥,박성대"
802,임파서블 러브,2022-07-28,27186900 ,0.00%,27784900 ,2886 ,2947 ,30 ,425 ,프랑스,프랑스,,(주)디오시네마,청소년관람불가,드라마,까뜨린느 꼬르시니,"비르지니 에피라,니엘스 슈나이더"
5861,전국: 천하영웅의 시대,2013-05-16,2000 ,0.00%,13960000 ,2 ,2940 ,2 ,2 ,중국,중국,,(유)조이앤컨텐츠그룹,15세이상관람가,"액션,드라마,전쟁",금침,"김희선,오진우,손홍뢰"
1968,붉은 수수밭,1989-09-09,1399000 ,0.00%,9951000 ,273 ,2937 ,1 ,3 ,중국,중국,지앙 필름 스튜디오,,고등학생이상관람가,"드라마,전쟁",장예모,"공리,강문"
220,에메랄드,,1114000 ,0.00%,6896000 ,557 ,2933 ,1 ,12 ,미국,미국,,,,"드라마,어드벤처",앤드로 마톤,"스튜어트 그랜저,그레이스 켈리"
4145,잃어버린전설,,64000 ,0.00%,7027000 ,32 ,2933 ,1 ,5 ,,,,,,,,
1437,아라비안 나이트,,1226000 ,0.00%,5869000 ,590 ,2927 ,1 ,19 ,미국,미국,,,,"액션,어드벤처",존 로린즈,"사부,존 홀"
367,왕자 호동,,320000 ,0.00%,6574000 ,160 ,2927 ,1 ,6 ,한국,한국,,,,사극,한형모,"김진규,엄앵란"
3262,뮤지컬 브로드웨이 42번가,2020-07-08,1382000 ,0.00%,51113000 ,79 ,2923 ,2 ,15 ,미국,미국,,C 무비,전체관람가,뮤지컬,마크 브램블,보니 랭포드
5861,"안녕, 미누",2020-05-27,10000 ,0.00%,23450500 ,2 ,2921 ,1 ,3 ,한국,한국,바른미디어,"영화사 풀,(주)영화사 친구",12세이상관람가,다큐멘터리,지혜원,
2119,나는 살고 싶다,,448000 ,0.00%,5842000 ,224 ,2916 ,1 ,15 ,미국,미국,,,,"범죄,드라마",로버트 와이즈,"수잔 헤이워드,사이먼 오클랜드,버지니아 빈센트"
2089,사랑은 오직 한 길,,378000 ,0.00%,5753000 ,235 ,2915 ,1 ,12 ,프랑스,"프랑스,이탈리아",,,,멜로/로맨스,피에르 가스파 휘,"로미 슈나이더,알랑 드롱"
136,갓랜드,2024-02-28,23590530 ,0.00%,23890530 ,2884 ,2914 ,24 ,321 ,덴마크,"덴마크,아이슬란드,프랑스,스웨덴",,M&M 인터내셔널,15세이상관람가,드라마,흘리뉘르 팔메이슨,
797,르네상스 필름 바이 비욘세,2023-12-21,72770500 ,0.00%,72770500 ,2911 ,2911 ,19 ,150 ,미국,미국,,씨제이포디플렉스 주식회사,15세이상관람가,공연,,
722,추억의 장미,,107000 ,0.00%,6502000 ,23 ,2910 ,1 ,2 ,미국,미국,파라마운트 픽쳐스,,,"멜로/로맨스,드라마",다니엘 만,"안나 마냐니,버트 랭커스터"
3630,마르셀리노,1990-04-07,69000 ,0.00%,5812000 ,55 ,2899 ,1 ,10 ,스페인,"스페인,이탈리아",,,연소자관람가,드라마,"라디슬라오 바흐다,안토니오 비코","라파엘 리벨레스,후안 카르보,안토니오 비코,조스 마르코 다보"
801,에반게리온 신극장판: Q,2022-10-14,34265000 ,0.00%,34265000 ,2893 ,2893 ,14 ,164 ,일본,일본,,(주)라이크콘텐츠,15세이상관람가,애니메이션,"안노 히데아키,츠루마키 카즈야,마사유키,마에다 마히로",
1753,추억의 장미,,758000 ,0.00%,6395000 ,371 ,2887 ,1 ,13 ,미국,미국,파라마운트 픽쳐스,,,"멜로/로맨스,드라마",다니엘 만,"안나 마냐니,버트 랭커스터"
2375,로우,2017-08-05,1139812 ,0.00%,24124312 ,173 ,2880 ,1 ,3 ,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,"스릴러,공포(호러)",줄리아 듀코나우,"가렌스 마릴러,엘라 룸프"
3934,행복까지 30일,2016-06-09,400000 ,0.00%,20649700 ,40 ,2878 ,1 ,1 ,인도,인도,,"예지림엔터테인먼트,미디어소프트",전체관람가,드라마,M. 마니칸단,아이시와리아 라제시
934,가을이야기,,16685600 ,0.00%,24464600 ,1777 ,2877 ,8 ,156 ,프랑스,프랑스,,(주)영화사 안다미로,12세이상관람가,멜로/로맨스,에릭 로메르,"마리 리비에르,베아트리스 로망"
3526,줄 위의 종달새,2007-05-17,411000 ,0.00%,19955500 ,60 ,2876 ,1 ,2 ,프랑스,프랑스,,㈜영화사 백두대간,15세이상관람가,드라마,이리 멘젤,"블라스티미 브로드스키,루돌프 루신스키"
3348,내언니전지현과 나,2020-12-03,543000 ,0.00%,24457300 ,73 ,2873 ,1 ,11 ,한국,한국,,호우주의보,12세이상관람가,다큐멘터리,박윤진,"박윤진,최아현,이준호,이주현,박관우,정세연,김율,이도현,박정인,배수찬,정상원,황인철"
6025,울보 권투부,2015-10-29,12000 ,0.00%,16618100 ,1 ,2871 ,1 ,1 ,한국,한국,exposed film,㈜인디스토리,12세이상관람가,다큐멘터리,이일하,
804,"람빅, 시간과 열정의 맥주",2023-10-11,20525578 ,0.00%,20525578 ,2856 ,2856 ,26 ,335 ,스페인,스페인,,(주)마노엔터테인먼트,전체관람가,다큐멘터리,다니엘 루이즈,"더크 린데만스,아망 드벨더,프랭크 분,장 반 로이,카렐 고두,피에르 틸퀸"
142,첨밀밀,1997-03-01,25970000 ,0.00%,27212000 ,2647 ,2854 ,2 ,105 ,홍콩,홍콩,골든하베스트,,고등학생이상관람가,멜로/로맨스,진가신,"장만옥,여명"
805,기도의 숨결,2022-08-18,23966100 ,0.00%,23966100 ,2852 ,2852 ,14 ,203 ,프랑스,프랑스,,(주)영화사 진진,전체관람가,다큐멘터리,"세실 베스노,이반 마사카",
805,나의 사소한 슬픔,2023-06-14,22829950 ,0.00%,22829950 ,2852 ,2852 ,73 ,543 ,캐나다,캐나다,,스튜디오 에이드,15세이상관람가,드라마,마이클 맥고완,"알리슨 필,메어 위닝햄"
2109,부에노스 아이레스 제로 디그리,,2459400 ,0.00%,27683900 ,227 ,2851 ,3 ,36 ,홍콩,홍콩,,(주)디스테이션,12세이상관람가,"다큐멘터리,드라마",관본량,"장국영,양조위,장첸,왕가위"
807,라스트 버스,2023-02-09,22207091 ,0.00%,22207091 ,2848 ,2848 ,27 ,394 ,영국,영국,,주식회사 블루필름웍스,12세이상관람가,드라마,질리스 맥키넌,"티모시 스폴,필리스 로건"
594,과거가 없는 남자,2005-10-14,361000 ,0.00%,17897500 ,53 ,2840 ,1 ,1 ,핀란드,핀란드,판도라 필름프로덕션,(주)영화랑,12세관람가,"코미디,드라마",아키 카우리스마키,"마르꾸 펠톨라,카티 오우티넨"
2565,보리수,,195000 ,0.00%,5896000 ,142 ,2837 ,1 ,20 ,독일,독일,,,,"코미디,뮤지컬,가족",볼프강 리베나이너,"루스 루워릭,한스 홀트"
808,부활 그 소망,2024-03-07,29641000 ,0.00%,29641000 ,2836 ,2836 ,8 ,27 ,한국,한국,파이오니아21,파이오니아21,전체관람가,다큐멘터리,김상철,"천정은,권오중"
1429,해녀,,1292000 ,0.00%,6361000 ,594 ,2835 ,1 ,33 ,미국,미국,이십세기폭스필름코퍼레이션,,,"멜로/로맨스,어드벤처",진 네글레스코,"앨런 래드,클리프톤 웹,소피아 로렌"
2515,바운티 호의 반란,,403500 ,0.00%,5793500 ,150 ,2831 ,1 ,10 ,미국,미국,,,,"어드벤처,드라마",프랭크 로이드,"찰스 로튼,클라크 게이블,프랑코트 톤"
682,불청객,2010-09-30,276000 ,0.00%,19990000 ,31 ,2828 ,1 ,1 ,한국,한국,삼천리영화사,(주)이모션픽처스,12세이상관람가,"SF,판타지,드라마",이응일,"김진식,원강영,이응일,조정민,양은주"
137,여기는 아미코,2024-02-28,25374330 ,0.00%,25374330 ,2825 ,2825 ,40 ,417 ,일본,일본,,주식회사 슈아픽처스,전체관람가,"가족,드라마",,"아라타,오노 마치코"
2049,일요일은 참으세요,,532000 ,0.00%,5939000 ,249 ,2821 ,1 ,24 ,그리스,그리스,,,,"코미디,드라마",줄스 다신,"멜리나 메코우리,줄스 다신"
1292,상류사회,,1426500 ,0.00%,6178500 ,741 ,2818 ,1 ,26 ,미국,미국,메트로-골드윈-마이어,,,"코미디,멜로/로맨스,뮤지컬",찰스 월터스,"빙 크로스비,그레이스 켈리,프랭크 시내트라,셀레스테 홈"
1997,블루 하와이,,356000 ,0.00%,5490000 ,264 ,2817 ,1 ,17 ,,,,,,,,
810,파이어스타터,2022-05-19,14270560 ,0.00%,14270560 ,2814 ,2814 ,6 ,27 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"공포(호러),드라마",키이스 토마스,"잭 에프런,글로리아 루벤,라이언 키에라 암스트롱"
3817,복수는 나의 것,2002-03-28,495000 ,0.00%,22713500 ,45 ,2812 ,1 ,1 ,한국,한국,(주)스튜디오박스,CJ ENM,18세관람가,"범죄,스릴러",박찬욱,"신하균,송강호,배두나,최아라,한보배,문금영,윤명오,이윤미,이정욱,이대연,신정근,기주봉,이금희,지대한,이칸희"
1440,디자이닝 우먼,,1174000 ,0.00%,5621000 ,587 ,2808 ,1 ,16 ,미국,미국,메트로-골드윈-마이어,,,"코미디,멜로/로맨스",빈센트 미넬리,"그레고리 펙,로렌 바콜,돌로레스 그레이"
1759,비상착륙,,855000 ,0.00%,6642000 ,366 ,2806 ,1 ,17 ,미국,미국,워너 브러더스 픽쳐스,,,"액션,드라마,어드벤처",윌리엄 A. 웰만,"존 웨인,클레어 트레버,로레인 데이,로버트 스택,잔 스털링"
328,인 올드 시카고,,386000 ,0.00%,5613000 ,193 ,2804 ,1 ,11 ,미국,미국,,,,"뮤지컬,드라마,액션",헨리 킹,"타이론 파워,앨리스 파예"
811,스프링 블라썸,2022-05-04,24470000 ,0.00%,24470000 ,2802 ,2802 ,36 ,559 ,프랑스,프랑스,,(주)영화사 진진,12세이상관람가,드라마,,아르노 발로아
3571,파란 이별의 글씨,,141000 ,0.00%,5627000 ,58 ,2796 ,1 ,4 ,한국,한국,세기상사㈜,,,드라마,정진우,"문희,윤정희,신성일"
1284,키스 미 데들리,,1508000 ,0.00%,6633000 ,754 ,2795 ,1 ,21 ,미국,미국,,,,"스릴러,범죄",로버트 알드리치,"랄프 미커,알버트 데커,폴 스튜어트"
3317,6월의 뱀,2004-12-10,624599 ,0.00%,18474599 ,75 ,2793 ,2 ,20 ,일본,일본,카이쥬 씨어터,"(주)미디어캐슬,(주)마블엔터테인먼트",18세관람가,미스터리,츠카모토 신야,"구로사와 아스카,코타리 유지,츠카모토 신야"
1338,십자포화,,1421000 ,0.00%,5713000 ,680 ,2788 ,2 ,39 ,미국,미국,,,,"범죄,드라마",에드워드 디미트릭,"로버트 영,로버트 미첨"
2121,과거가 없는 남자,2005-10-14,1484000 ,0.00%,17536500 ,223 ,2787 ,1 ,13 ,핀란드,핀란드,판도라 필름프로덕션,(주)영화랑,12세관람가,"코미디,드라마",아키 카우리스마키,"마르꾸 펠톨라,카티 오우티넨"
4878,우묵배미의 사랑,1990-03-31,110000 ,0.00%,10133650 ,19 ,2786 ,1 ,4 ,한국,한국,(주)모가드코리아,(주)드림팩트엔터테인먼트,"연소자관람불가,청소년관람불가",멜로/로맨스,장선우,"박중훈,최명길,유혜리,이대근,최주봉,김영옥,신충식,정상철,서갑숙,양택조,김지영,김은숙,전소현,권태원,김종구"
1543,암행어사 박문수,,1034000 ,0.00%,6054000 ,517 ,2784 ,1 ,22 ,한국,한국,동보영화사,,,사극,이규웅,"김진규,김지미,조미령"
688,겨울 이야기,,228000 ,0.00%,22814600 ,30 ,2778 ,1 ,1 ,프랑스,프랑스,,(주)영화사 안다미로,15세이상관람가,드라마,에릭 로메르,"샬롯 베리,프레데릭 반 덴 드리슈"
823,어거스트 버진,2022-03-24,22327600 ,0.00%,23263600 ,2661 ,2775 ,49 ,559 ,스페인,스페인,,M&M 인터내셔널,15세이상관람가,"드라마,멜로/로맨스",,
1447,왕자 호동,,1164000 ,0.00%,6254000 ,582 ,2767 ,1 ,24 ,한국,한국,,,,사극,한형모,"김진규,엄앵란"
1543,시로코,,1034000 ,0.00%,5812000 ,517 ,2758 ,1 ,15 ,미국,미국,,,,"드라마,액션",커티스 베른하르트,"험프리 보가트,리 J. 콥"
2052,초대받은 사람들,1981-10-24,496000 ,0.00%,7621000 ,248 ,2753 ,1 ,24 ,한국,한국,동아흥행㈜,,연소자관람가,드라마,최하원,"김지영,박암,박지훈,원미경,이영하,오지영"
961,겨울 이야기,,15153600 ,0.00%,22586600 ,1629 ,2748 ,12 ,142 ,프랑스,프랑스,,(주)영화사 안다미로,15세이상관람가,드라마,에릭 로메르,"샬롯 베리,프레데릭 반 덴 드리슈"
812,티처스 라운지,2023-12-27,25030681 ,0.00%,25030681 ,2748 ,2748 ,29 ,151 ,독일,독일,,(주)스튜디오디에이치엘,12세이상관람가,드라마,일커 카탁,
2263,부베의 여인,,388000 ,0.00%,5527000 ,194 ,2746 ,1 ,9 ,이탈리아,"이탈리아,프랑스",,,,"범죄,드라마",루이지 코멘치니,"클라우디아 카르디날레,조지 차키리스"
149,아녜스 V에 의한 제인 B,2024-01-31,19389900 ,0.00%,23365900 ,2152 ,2742 ,33 ,351 ,프랑스,프랑스,,(주)영화사 안다미로,청소년관람불가,판타지,아녜스 바르다,"제인 버킨,장 피에르 레오"
140,유미의 세포들 더 무비,2024-04-03,20077000 ,0.00%,20077000 ,2735 ,2735 ,6 ,15 ,한국,한국,"(주)로커스,스튜디오엔(주)","씨제이 씨지브이(CJ CGV)(주),롯데컬처웍스(주)롯데시네마",전체관람가,애니메이션,,"윤아영,신범식,송하림,안소이,사문영,안영미"
618,기쿠지로의 여름,2002-08-30,350000 ,0.00%,20299000 ,45 ,2732 ,1 ,2 ,일본,일본,,"(주)영화사 진진,(주)튜브엔터테인먼트",전체관람가,코미디,기타노 다케시,"기타노 다케시,세키구치 유스케"
814,번개맨: 더 비기닝,2023-09-20,24776167 ,0.00%,24776167 ,2725 ,2725 ,181 ,678 ,한국,한국,한국교육방송공사 EBS,"(주)드림팩트엔터테인먼트,(주)빅브라더스",전체관람가,애니메이션,"한상호,박성배","엄상현,신용우,정영웅,전태열"
2081,시티 라이트,1989-02-04,2107000 ,0.00%,20427500 ,238 ,2725 ,1 ,12 ,미국,미국,찰리채플린프로덕션,(주)엣나인필름,연소자관람가,"코미디,드라마,멜로/로맨스",찰리 채플린,"버지니아 셰릴,플로렌스 리,해리 마이어스"
815,에브리띵 윌 체인지,2022-11-09,15587900 ,0.00%,15587900 ,2723 ,2723 ,15 ,181 ,독일,독일,,(주)영화사 안다미로,12세이상관람가,"SF,드라마",,노아 자베드라
628,달빛 아래서,,84000 ,0.00%,5452000 ,42 ,2721 ,1 ,6 ,미국,미국,,,,드라마,멜빌 샤벨슨,"캐리 그랜트,소피아 로렌"
817,고스트랜드,2022-06-29,21826800 ,0.00%,21826800 ,2717 ,2717 ,48 ,377 ,미국,미국,,(주)영화사오원,15세이상관람가,"액션,공포(호러),SF,스릴러",소노 시온,"니콜라스 케이지,소피아 부텔라"
5180,누에치던 방,2018-01-31,60000 ,0.00%,21013300 ,12 ,2714 ,1 ,1 ,한국,한국,"주식회사 영화사 해강,영화사 잠","서울독립영화제,무브먼트",15세이상관람가,드라마,이완민,"이상희,홍승이,김새벽,이선호,임형국,최진혁,정원,김승현,이주영,윤효진,이동호,이선미,이세진,이수연,이소원,이승훈,이정은,이지윤,김지원,김진구,윤종석,임수현,장일선,전지혜,박종범,정자영,채형식,최동민,최수영,김나현,김경희,최진혁,최태현,최효빈,황지선,김성환,김수정,김연수,김예슬,김병석,김동준,조성훈,최교식"
260,아파트 열쇠를 빌려드립니다,,848000 ,0.00%,5472000 ,409 ,2713 ,1 ,11 ,미국,미국,,,,"멜로/로맨스,코미디,드라마",빌리 와일더,"잭 레먼,셜리 맥클레인"
3798,투 로드 투게더,,92000 ,0.00%,5600000 ,46 ,2710 ,1 ,6 ,미국,미국,,,,서부극(웨스턴),존 포드,제임스 스튜어트
1576,밴드 웨건,,992000 ,0.00%,5440000 ,496 ,2707 ,1 ,15 ,미국,미국,,,,"가족,뮤지컬,코미디",빈센트 미넬리,
2097,공각기동대,2002-04-12,2438600 ,0.00%,22877400 ,231 ,2702 ,3 ,39 ,일본,일본,,"(주)디스테이션,길벗영화(주)",12세관람가,SF,"오시이 마모루,사카모토 마아야","타나카 아츠코,오츠카 아키오"
1576,여호,,1002000 ,0.00%,6258000 ,496 ,2702 ,1 ,15 ,영국,영국,,,,"드라마,멜로/로맨스","마이클 파웰,에메릭 프레스버거","제니퍼 존스,데이빗 파라,시릴 쿠삭"
1075,리틀 뱀파이어,2021-12-29,10349520 ,0.00%,22761560 ,1195 ,2698 ,90 ,300 ,프랑스,프랑스,,(주)디스테이션,전체관람가,애니메이션,조안 스파,"박시윤,김용,최정현,장병관"
819,나이트 레이더스,2022-03-03,23047600 ,0.00%,23047600 ,2697 ,2697 ,72 ,507 ,뉴질랜드,뉴질랜드,,"(주)하이스트레인저,주식회사 더쿱",15세이상관람가,"스릴러,미스터리,드라마,SF",다니스 고렛,"엘레 마이아 테일페데스,브룩클린 르텍시에 하트,알렉스 태런트"
3357,로슈포르의 숙녀들,2019-08-22,666000 ,0.00%,21373228 ,72 ,2691 ,2 ,14 ,프랑스,프랑스,,(주)에스와이코마드,12세이상관람가,"코미디,드라마,뮤지컬",자끄 드미,"까뜨린느 드뇌브,프랑수아즈 도를리크,다니엘 다리우,진 켈리"
533,전장이여 영원히,,151000 ,0.00%,5286000 ,73 ,2688 ,1 ,6 ,미국,미국,,,,"드라마,전쟁",필 칼슨,"제프리 헌터,데이비드 잰슨"
2043,기쿠지로의 여름,2002-08-30,2022000 ,0.00%,19949000 ,250 ,2687 ,1 ,3 ,일본,일본,,"(주)영화사 진진,(주)튜브엔터테인먼트",전체관람가,코미디,기타노 다케시,"기타노 다케시,세키구치 유스케"
849,임신한 나무와 도깨비,2022-01-27,15292300 ,0.00%,17402800 ,2400 ,2686 ,20 ,366 ,한국,한국,"(주)시네마달,웃음과바늘 필름&아카이브",(주)시네마달,15세이상관람가,"드라마,판타지","김동령,박경태","박인순,조은경,신윤숙,변중희,김아해,김미숙,신승태,이승아,김명선,박영자,류형석,안현준,정태회"
1033,거대한 서부,1972-10-20,2752000 ,0.00%,5761500 ,1294 ,2685 ,1 ,29 ,미국,미국,유나이티드 아티스트,,,서부극(웨스턴),윌리엄 와일러,"진 시몬스,그레고리 펙"
4878,베카신!,2019-04-25,140000 ,0.00%,20050210 ,19 ,2685 ,1 ,5 ,프랑스,프랑스,,(주)마노엔터테인먼트,전체관람가,"가족,어드벤처,코미디",브뤼노 포달리데,"카린 비아르,미셸 빌레모,비말라 폰스,에밀린 바야르트,마야 콩파니"
392,패티코트 작전,,298000 ,0.00%,5486000 ,149 ,2685 ,1 ,7 ,미국,미국,,,,"코미디,전쟁",블레이크 에드워즈,"캐리 그랜트,토니 커티스"
2030,달빛 아래서,,508000 ,0.00%,5368000 ,254 ,2679 ,1 ,16 ,미국,미국,,,,드라마,멜빌 샤벨슨,"캐리 그랜트,소피아 로렌"
1492,오션스 일레븐,,1110000 ,0.00%,5915000 ,550 ,2677 ,1 ,18 ,미국,미국,,,,"범죄,코미디",루이스 마일스톤,"프랭크 시내트라,딘 마틴,새미 데이비스 주니어,피터 로포드,앤지 디킨슨"
4191,아프리칸 닥터,2016-11-03,224000 ,0.00%,17249500 ,30 ,2672 ,1 ,1 ,프랑스,프랑스,,M&M 인터내셔널,12세이상관람가,"코미디,드라마",줄리앙 람발디,"마크 진가,아이사 마이가,조나단 랑베르,루퍼스"
